,_id,timestamp,xAngle,yAngle
1042,572513f9ceda168d8a4a0f76,1356999917941,9.049,-5.837
1043,572513f9ceda168d8a4a0f77,1356999918446,8.301,-6.209
1044,572513f9ceda168d8a4a0f78,1356999918951,8.29,-5.893
1045,572513f9ceda168d8a4a0f79,1356999919457,8.133,-6.065
1046,572513f9ceda168d8a4a0f7a,1356999919963,8.069,-6.514
1047,572513f9ceda168d8a4a0f7b,1356999920469,8.309,-5.885
1048,572513f9ceda168d8a4a0f7c,1356999920975,7.74,-6.136
1049,572513f9ceda168d8a4a0f7d,1356999921479,8.511,-6.03
1050,572513f9ceda168d8a4a0f7e,1356999921985,8.167,-6.113
1051,572513f9ceda168d8a4a0f7f,1356999922491,8.055,-5.886
1052,572513f9ceda168d8a4a0f80,1356999922997,8.23,-6.138
1053,572513f9ceda168d8a4a0f81,1356999923503,8.414,-6.218
1054,572513f9ceda168d8a4a0f82,1356999924007,8.196,-5.981
1055,572513f9ceda168d8a4a0f83,1356999924513,8.177,-6.203
1056,572513f9ceda168d8a4a0f84,1356999925020,8.173,-6.12
1057,572513f9ceda168d8a4a0f85,1356999925527,7.875,-6.422
1058,572513f9ceda168d8a4a0f86,1356999926034,8.463,-6.038
1059,572513f9ceda168d8a4a0f87,1356999926538,8.203,-6.482
1060,572513f9ceda168d8a4a0f88,1356999927044,8.355,-6.333
1061,572513f9ceda168d8a4a0f89,1356999927550,8.182,-6.337
1062,572513f9ceda168d8a4a0f8a,1356999928056,8.488,-6.313
1063,572513f9ceda168d8a4a0f8b,1356999928563,8.356,-6.627
1064,572513f9ceda168d8a4a0f8c,1356999929067,8.201,-6.056
1065,572513f9ceda168d8a4a0f8d,1356999929574,8.147,-5.956
1066,572513f9ceda168d8a4a0f8e,1356999930078,7.902,-6.139
1067,572513f9ceda168d8a4a0f8f,1356999930584,8.047,-5.724
1068,572513f9ceda168d8a4a0f90,1356999931090,8.317,-6.131
1069,572513f9ceda168d8a4a0f91,1356999931594,7.55,-6.077
1070,572513f9ceda168d8a4a0f92,1356999932099,8.406,-5.912
1071,572513f9ceda168d8a4a0f93,1356999932603,7.869,-5.83
1072,572513f9ceda168d8a4a0f94,1356999933109,8.505,-6.087
1073,572513f9ceda168d8a4a0f95,1356999933615,7.964,-6.304
1074,572513f9ceda168d8a4a0f96,1356999934121,8.167,-5.828
1075,572513f9ceda168d8a4a0f97,1356999934626,8.349,-6.191
1076,572513f9ceda168d8a4a0f98,1356999935131,8.365,-6.242
1077,572513f9ceda168d8a4a0f99,1356999935636,8.14,-5.984
1078,572513f9ceda168d8a4a0f9a,1356999936144,8.501,-6.133
1079,572513f9ceda168d8a4a0f9b,1356999936648,8.679,-6.154
1080,572513f9ceda168d8a4a0f9c,1356999937152,8.529,-6.009
1081,572513f9ceda168d8a4a0f9d,1356999937658,8.191,-6.137
1082,572513f9ceda168d8a4a0f9e,1356999938164,9.12,-6.123
1083,572513f9ceda168d8a4a0f9f,1356999938670,8.064,-6.096
1084,572513f9ceda168d8a4a0fa0,1356999939176,7.939,-5.996
1085,572513f9ceda168d8a4a0fa1,1356999939681,8.051,-5.818
1086,572513f9ceda168d8a4a0fa2,1356999940186,7.883,-6.145
1087,572513f9ceda168d8a4a0fa3,1356999940690,8.388,-6.129
1088,572513f9ceda168d8a4a0fa4,1356999941196,8.388,-6.127
1089,572513f9ceda168d8a4a0fa5,1356999941703,8.518,-6.03
1090,572513f9ceda168d8a4a0fa6,1356999942207,8.308,-5.735
1091,572513f9ceda168d8a4a0fa7,1356999942722,8.429,-6.2
1092,572513f9ceda168d8a4a0fa8,1356999943228,8.221,-6.085
1093,572513f9ceda168d8a4a0fa9,1356999943734,8.285,-6.266
1094,572513f9ceda168d8a4a0faa,1356999944248,8.187,-5.538
1095,572513f9ceda168d8a4a0fab,1356999944764,7.938,-5.591
1096,572513f9ceda168d8a4a0fac,1356999945270,7.688,-6.264
1097,572513f9ceda168d8a4a0fad,1356999945774,7.644,-7.037
1098,572513f9ceda168d8a4a0fae,1356999946280,7.639,-6.151
1099,572513f9ceda168d8a4a0faf,1356999946786,7.518,-6.419
1100,572513f9ceda168d8a4a0fb0,1356999947290,7.802,-7.254
1101,572513f9ceda168d8a4a0fb1,1356999947794,7.66,-6.476
1102,572513f9ceda168d8a4a0fb2,1356999948300,7.52,-7.175
1103,572513f9ceda168d8a4a0fb3,1356999948805,7.677,-6.599
1104,572513f9ceda168d8a4a0fb4,1356999949309,7.706,-6.389
1105,572513f9ceda168d8a4a0fb5,1356999949813,7.891,-6.346
1106,572513f9ceda168d8a4a0fb6,1356999950318,8.023,-6.497
1107,572513f9ceda168d8a4a0fb7,1356999950823,8.113,-5.9
1108,572513f9ceda168d8a4a0fb8,1356999951327,7.7,-6.174
1109,572513f9ceda168d8a4a0fb9,1356999951833,7.842,-6.692
1110,572513f9ceda168d8a4a0fba,1356999952337,7.687,-6.711
1111,572513f9ceda168d8a4a0fbb,1356999952841,7.782,-6.599
1112,572513f9ceda168d8a4a0fbc,1356999953345,7.963,-6.268
1113,572513f9ceda168d8a4a0fbd,1356999953851,7.962,-6.205
1114,572513f9ceda168d8a4a0fbe,1356999954357,7.528,-6.143
1115,572513f9ceda168d8a4a0fbf,1356999954861,8.217,-5.742
1116,572513f9ceda168d8a4a0fc0,1356999955374,7.633,-6.564
1117,572513f9ceda168d8a4a0fc1,1356999955878,7.775,-6.259
1118,572513f9ceda168d8a4a0fc2,1356999956384,8.042,-6.059
1119,572513f9ceda168d8a4a0fc3,1356999956890,8.07,-6.284
1120,572513f9ceda168d8a4a0fc4,1356999957394,7.907,-6.345
1121,572513f9ceda168d8a4a0fc5,1356999957900,8.41,-6.684
1122,572513f9ceda168d8a4a0fc6,1356999958406,8.344,-6.252
1123,572513f9ceda168d8a4a0fc7,1356999958910,8.068,-6.318
1124,572513f9ceda168d8a4a0fc8,1356999959415,7.915,-5.996
1125,572513f9ceda168d8a4a0fc9,1356999959920,8.073,-6.16
1126,572513f9ceda168d8a4a0fca,1356999960423,8.014,-5.864
1127,572513f9ceda168d8a4a0fcb,1356999960928,7.529,-6.368
1128,572513f9ceda168d8a4a0fcc,1356999961433,8.254,-5.888
1129,572513f9ceda168d8a4a0fcd,1356999961939,8.2,-6.616
1130,572513f9ceda168d8a4a0fce,1356999962445,7.934,-6.209
1131,572513f9ceda168d8a4a0fcf,1356999962950,8.158,-6.263
1132,572513f9ceda168d8a4a0fd0,1356999963458,8.062,-6.063
1133,572513f9ceda168d8a4a0fd1,1356999963963,8.025,-6.366
1134,572513f9ceda168d8a4a0fd2,1356999964466,8.153,-6.063
1135,572513f9ceda168d8a4a0fd3,1356999964971,8.931,-6.329
1136,572513f9ceda168d8a4a0fd4,1356999965476,7.996,-5.76
1137,572513f9ceda168d8a4a0fd5,1356999965982,8.069,-6.136
1138,572513f9ceda168d8a4a0fd6,1356999966486,8.032,-6.149
1139,572513f9ceda168d8a4a0fd7,1356999966990,8.029,-5.945
1140,572513f9ceda168d8a4a0fd8,1356999967494,8.249,-6.049
1141,572513f9ceda168d8a4a0fd9,1356999967999,8.183,-6.074
1142,572513f9ceda168d8a4a0fda,1356999968503,7.842,-6.119
1143,572513f9ceda168d8a4a0fdb,1356999969009,8.285,-6.237
1144,572513f9ceda168d8a4a0fdc,1356999969515,8.131,-6.282
1145,572513f9ceda168d8a4a0fdd,1356999970021,8.154,-6.128
1146,572513f9ceda168d8a4a0fde,1356999970526,7.884,-5.919
1147,572513f9ceda168d8a4a0fdf,1356999971031,7.884,-6.185
1148,572513f9ceda168d8a4a0fe0,1356999971536,8.135,-6.007
1149,572513f9ceda168d8a4a0fe1,1356999972042,8.138,-6.413
1150,572513f9ceda168d8a4a0fe2,1356999972548,8.117,-6.308
1151,572513f9ceda168d8a4a0fe3,1356999973054,8.152,-6.084
1152,572513f9ceda168d8a4a0fe4,1356999973560,8.335,-6.039
1153,572513f9ceda168d8a4a0fe5,1356999974574,7.829,-6.018
1154,572513f9ceda168d8a4a0fe6,1356999974066,8.061,-6.261
1155,572513f9ceda168d8a4a0fe7,1356999975080,8.19,-6.086
1156,572513f9ceda168d8a4a0fe8,1356999975586,8.387,-6.223
1157,572513f9ceda168d8a4a0fe9,1356999976092,8.391,-5.866
1158,572513f9ceda168d8a4a0fea,1356999976596,8.152,-5.85
1159,572513f9ceda168d8a4a0feb,1356999977102,8.252,-6.05
1160,572513f9ceda168d8a4a0fec,1356999977608,8.127,-6.317
1161,572513f9ceda168d8a4a0fed,1356999978114,8.009,-6.231
1162,572513f9ceda168d8a4a0fee,1356999978620,7.414,-6.243
1163,572513f9ceda168d8a4a0fef,1356999979124,8.132,-6.458
1164,572513f9ceda168d8a4a0ff0,1356999979629,8.226,-5.814
1165,572513f9ceda168d8a4a0ff1,1356999980135,8.027,-6.449
1166,572513f9ceda168d8a4a0ff2,1356999980641,8.081,-6.159
1167,572513f9ceda168d8a4a0ff3,1356999981145,8.135,-6.149
1168,572513f9ceda168d8a4a0ff4,1356999981650,8.132,-6.281
1169,572513f9ceda168d8a4a0ff5,1356999982155,7.937,-6.23
1170,572513f9ceda168d8a4a0ff6,1356999982660,8.183,-6.215
1171,572513f9ceda168d8a4a0ff7,1356999983166,7.94,-6.385
1172,572513f9ceda168d8a4a0ff8,1356999983672,8.112,-6.072
1173,572513f9ceda168d8a4a0ff9,1356999984178,8.139,-6.073
1174,572513f9ceda168d8a4a0ffa,1356999984684,8.011,-6.261
1175,572513f9ceda168d8a4a0ffb,1356999985190,8.042,-6.026
1176,572513f9ceda168d8a4a0ffc,1356999985696,8.248,-5.779
1177,572513f9ceda168d8a4a0ffd,1356999986200,8.096,-6.346
1178,572513f9ceda168d8a4a0ffe,1356999986707,8.025,-6.243
1179,572513f9ceda168d8a4a0fff,1356999987213,9.083,-6.094
1180,572513f9ceda168d8a4a1000,1356999987719,8.116,-6.222
1181,572513f9ceda168d8a4a1001,1356999988225,8.072,-6.427
1182,572513f9ceda168d8a4a1002,1356999988729,8.082,-6.049
1183,572513f9ceda168d8a4a1003,1356999989235,8.216,-6.006
1184,572513f9ceda168d8a4a1004,1356999989741,7.894,-6.085
1185,572513f9ceda168d8a4a1005,1356999990247,7.973,-6.25
1186,572513f9ceda168d8a4a1006,1356999990753,7.751,-6.067
1187,572513f9ceda168d8a4a1007,1356999991257,8.353,-6.23
1188,572513f9ceda168d8a4a1008,1356999991761,8.11,-6.077
1189,572513f9ceda168d8a4a1009,1356999992267,8.232,-6.046
1190,572513f9ceda168d8a4a100a,1356999992773,7.504,-6.075
1191,572513f9ceda168d8a4a100b,1356999993279,7.358,-6.452
1192,572513f9ceda168d8a4a100c,1356999993783,7.927,-6.153
1193,572513f9ceda168d8a4a100d,1356999994288,7.999,-6.088
1194,572513f9ceda168d8a4a100e,1356999994794,7.475,-6.231
1195,572513f9ceda168d8a4a100f,1356999995300,7.937,-6.365
1196,572513f9ceda168d8a4a1010,1356999995806,8.024,-6.262
1197,572513f9ceda168d8a4a1011,1356999996312,8.113,-6.043
1198,572513f9ceda168d8a4a1012,1356999996817,7.844,-6.026
1199,572513f9ceda168d8a4a1013,1356999997321,8.342,-6.214
1200,572513f9ceda168d8a4a1014,1356999997827,8.067,-6.266
1201,572513f9ceda168d8a4a1015,1356999998333,8.035,-6.403
1202,572513f9ceda168d8a4a1016,1356999998837,8.462,-6.177
1203,572513f9ceda168d8a4a1017,1356999999343,7.86,-6.027
1204,572513f9ceda168d8a4a1018,1356999999849,7.326,-6.279
1205,572513f9ceda168d8a4a1019,1357000000355,8.396,-6.32
1206,572513f9ceda168d8a4a101a,1357000000862,8.292,-6.293
1207,572513f9ceda168d8a4a101b,1357000001369,7.966,-6.49
1208,572513f9ceda168d8a4a101c,1357000001873,8.141,-6.054
1209,572513f9ceda168d8a4a101d,1357000002377,7.942,-6.177
1210,572513f9ceda168d8a4a101e,1357000002883,8.281,-6.115
1211,572513f9ceda168d8a4a101f,1357000003389,8.109,-5.76
1212,572513f9ceda168d8a4a1020,1357000003893,8.004,-6.303
1213,572513f9ceda168d8a4a1021,1357000004399,7.437,-6.108
1214,572513f9ceda168d8a4a1022,1357000004906,8.172,-6.42
1215,572513f9ceda168d8a4a1023,1357000005410,7.858,-6.072
1216,572513f9ceda168d8a4a1024,1357000005916,8.048,-6.581
1217,572513f9ceda168d8a4a1025,1357000006422,7.675,-6.507
1218,572513f9ceda168d8a4a1026,1357000006928,7.979,-6.129
1219,572513f9ceda168d8a4a1027,1357000007434,8.268,-6.077
1220,572513f9ceda168d8a4a1028,1357000007942,8.088,-6.22
1221,572513f9ceda168d8a4a1029,1357000008447,8.411,-6.507
1222,572513f9ceda168d8a4a102a,1357000008951,8.074,-6.173
1223,572513f9ceda168d8a4a102b,1357000009457,8.101,-6.441
1224,572513f9ceda168d8a4a102c,1357000009962,8.384,-5.525
1225,572513f9ceda168d8a4a102d,1357000010466,8.164,-6.147
1226,572513f9ceda168d8a4a102e,1357000010972,8.298,-6.308
1227,572513f9ceda168d8a4a102f,1357000011478,8.064,-6.179
1228,572513f9ceda168d8a4a1030,1357000011982,8.589,-6.435
1229,572513f9ceda168d8a4a1031,1357000012488,8.153,-6.038
1230,572513f9ceda168d8a4a1032,1357000012994,7.707,-6.191
1231,572513f9ceda168d8a4a1033,1357000013500,8.42,-6.002
1232,572513f9ceda168d8a4a1034,1357000014006,7.978,-5.544
1233,572513f9ceda168d8a4a1035,1357000014512,8.058,-6.178
1234,572513f9ceda168d8a4a1036,1357000015017,8.037,-6.141
1235,572513f9ceda168d8a4a1037,1357000015522,7.942,-6.183
1236,572513f9ceda168d8a4a1038,1357000016028,8.039,-6.195
1237,572513f9ceda168d8a4a1039,1357000016533,8.26,-6.014
1238,572513f9ceda168d8a4a103a,1357000017037,8.596,-6.202
1239,572513f9ceda168d8a4a103b,1357000017543,7.498,-6.252
1240,572513f9ceda168d8a4a103c,1357000018047,7.88,-5.855
1241,572513f9ceda168d8a4a103d,1357000018551,7.872,-6.116
1242,572513f9ceda168d8a4a103e,1357000019055,7.963,-6.239
1243,572513f9ceda168d8a4a103f,1357000019561,8.109,-6.203
1244,572513f9ceda168d8a4a1040,1357000020067,8.284,-6.051
1245,572513f9ceda168d8a4a1041,1357000020571,8.144,-6.099
1246,572513f9ceda168d8a4a1042,1357000021075,8.213,-6.047
1247,572513f9ceda168d8a4a1043,1357000021581,9.048,-6.345
1248,572513f9ceda168d8a4a1044,1357000022085,8.062,-6.702
1249,572513f9ceda168d8a4a1045,1357000022589,8.244,-6.199
1250,572513f9ceda168d8a4a1046,1357000023095,8.369,-6.052
1251,572513f9ceda168d8a4a1047,1357000023601,8.268,-6.54
1252,572513f9ceda168d8a4a1048,1357000024106,7.416,-5.996
1253,572513f9ceda168d8a4a1049,1357000024612,8.422,-5.941
1254,572513f9ceda168d8a4a104a,1357000025118,8.235,-5.676
1255,572513f9ceda168d8a4a104b,1357000025624,7.646,-6.254
1256,572513f9ceda168d8a4a104c,1357000026128,8.206,-5.88
1257,572513f9ceda168d8a4a104d,1357000026632,7.821,-5.642
1258,572513f9ceda168d8a4a104e,1357000027138,8.116,-6.356
1259,572513f9ceda168d8a4a104f,1357000027642,7.888,-5.951
1260,572513f9ceda168d8a4a1050,1357000028146,8.374,-5.93
1261,572513f9ceda168d8a4a1051,1357000028652,7.81,-5.705
1262,572513f9ceda168d8a4a1052,1357000029156,7.783,-6.039
1263,572513f9ceda168d8a4a1053,1357000029662,8.051,-5.854
1264,572513f9ceda168d8a4a1054,1357000030168,7.986,-6.027
1265,572513f9ceda168d8a4a1055,1357000030674,8.032,-6.065
1266,572513f9ceda168d8a4a1056,1357000031180,8.282,-6.126
1267,572513f9ceda168d8a4a1057,1357000031686,7.894,-6.102
1268,572513f9ceda168d8a4a1058,1357000032192,8.27,-6.028
1269,572513f9ceda168d8a4a1059,1357000032698,8.893,-6.229
1270,572513f9ceda168d8a4a105a,1357000033202,7.967,-6.452
1271,572513f9ceda168d8a4a105b,1357000033708,7.98,-6.218
1272,572513f9ceda168d8a4a105c,1357000034214,7.999,-6.168
1273,572513f9ceda168d8a4a105d,1357000034720,7.995,-6.154
1274,572513f9ceda168d8a4a105e,1357000035226,9.032,-5.864
1275,572513f9ceda168d8a4a105f,1357000035732,7.881,-6.318
1276,572513f9ceda168d8a4a1060,1357000036238,7.88,-6.178
1277,572513f9ceda168d8a4a1061,1357000036744,7.5,-6.438
1278,572513f9ceda168d8a4a1062,1357000037250,7.312,-9.556
1279,572513f9ceda168d8a4a1063,1357000037755,7.489,-9.259
1280,572513f9ceda168d8a4a1064,1357000038264,5.469,0.583
1281,572513f9ceda168d8a4a1065,1357000038768,8.764,-5.589
1282,572513f9ceda168d8a4a1066,1357000039274,8.34,-7.203
1283,572513f9ceda168d8a4a1067,1357000039781,8.431,-6.213
1284,572513f9ceda168d8a4a1068,1357000040285,8.237,-6.122
1285,572513f9ceda168d8a4a1069,1357000040793,8.303,-6.206
1286,572513f9ceda168d8a4a106a,1357000041298,8.15,-6.489
1287,572513f9ceda168d8a4a106b,1357000041802,8.066,-6.454
1288,572513f9ceda168d8a4a106c,1357000042306,8.198,-6.182
1289,572513f9ceda168d8a4a106d,1357000042812,8.373,-6.223
1290,572513f9ceda168d8a4a106e,1357000043318,7.933,-6.231
1291,572513f9ceda168d8a4a106f,1357000043824,8.159,-7.278
1292,572513f9ceda168d8a4a1070,1357000044330,8.434,-6.016
1293,572513f9ceda168d8a4a1071,1357000044834,7.767,-5.842
1294,572513f9ceda168d8a4a1072,1357000045340,7.984,-6.015
1295,572513f9ceda168d8a4a1073,1357000045846,8.266,-5.995
1296,572513f9ceda168d8a4a1074,1357000046352,8.164,-6.132
1297,572513f9ceda168d8a4a1075,1357000046858,8.355,-5.908
1298,572513f9ceda168d8a4a1076,1357000047362,8.032,-6.525
1299,572513f9ceda168d8a4a1077,1357000047867,7.381,-6.179
1300,572513f9ceda168d8a4a1078,1357000048372,8.119,-6.152
1301,572513f9ceda168d8a4a1079,1357000048877,8.152,-6.031
1302,572513f9ceda168d8a4a107a,1357000049382,7.893,-5.929
1303,572513f9ceda168d8a4a107b,1357000049886,8.221,-6.488
1304,572513f9ceda168d8a4a107c,1357000050392,7.961,-5.93
1305,572513f9ceda168d8a4a107d,1357000050898,8.123,-5.778
1306,572513f9ceda168d8a4a107e,1357000051404,7.396,-6.361
1307,572513f9ceda168d8a4a107f,1357000051908,8.108,-6.058
1308,572513f9ceda168d8a4a1080,1357000052412,8.201,-6.416
1309,572513f9ceda168d8a4a1081,1357000052918,8.027,-6.232
1310,572513f9ceda168d8a4a1082,1357000053424,8.344,-6.503
1311,572513f9ceda168d8a4a1083,1357000053930,7.994,-6.336
1312,572513f9ceda168d8a4a1084,1357000054436,8.166,-5.78
1313,572513f9ceda168d8a4a1085,1357000054940,8.272,-6.151
1314,572513f9ceda168d8a4a1086,1357000055446,7.9,-6.215
1315,572513f9ceda168d8a4a1087,1357000055950,8.07,-6.46
1316,572513f9ceda168d8a4a1088,1357000056456,8.998,-6.122
1317,572513f9ceda168d8a4a1089,1357000056960,8.143,-6.091
1318,572513f9ceda168d8a4a108a,1357000057466,8.44,-6.087
1319,572513f9ceda168d8a4a108b,1357000057972,8.377,-5.876
1320,572513f9ceda168d8a4a108c,1357000058477,8.464,-5.775
1321,572513f9ceda168d8a4a108d,1357000058981,8.366,-5.947
1322,572513f9ceda168d8a4a108e,1357000059487,8.274,-6.29
1323,572513f9ceda168d8a4a108f,1357000059993,7.495,-6.465
1324,572513f9ceda168d8a4a1090,1357000060499,8.375,-6.069
1325,572513f9ceda168d8a4a1091,1357000061003,8.159,-5.976
1326,572513f9ceda168d8a4a1092,1357000061509,8.47,-6.307
1327,572513f9ceda168d8a4a1093,1357000062015,8.324,-5.928
1328,572513f9ceda168d8a4a1094,1357000062521,8.255,-6.193
1329,572513f9ceda168d8a4a1095,1357000063027,8.065,-6.158
1330,572513f9ceda168d8a4a1096,1357000063531,8.15,-6.125
1331,572513f9ceda168d8a4a1097,1357000064037,7.806,-6.12
1332,572513f9ceda168d8a4a1098,1357000064543,8.061,-6.392
1333,572513f9ceda168d8a4a1099,1357000065049,7.983,-6.09
1334,572513f9ceda168d8a4a109a,1357000065555,7.969,-6.136
1335,572513f9ceda168d8a4a109b,1357000066060,8.299,-6.53
1336,572513f9ceda168d8a4a109c,1357000066564,8.037,-6.5
1337,572513f9ceda168d8a4a109d,1357000067072,7.343,-5.806
1338,572513f9ceda168d8a4a109e,1357000067578,8.353,-6.129
1339,572513f9ceda168d8a4a109f,1357000068082,7.927,-6.311
1340,572513f9ceda168d8a4a10a0,1357000068589,7.934,-5.96
1341,572513f9ceda168d8a4a10a1,1357000069093,8.092,-5.678
1342,572513f9ceda168d8a4a10a2,1357000069597,8.221,-6.395
1343,572513f9ceda168d8a4a10a3,1357000070103,8.322,-5.639
1344,572513f9ceda168d8a4a10a4,1357000070609,8.229,-5.916
1345,572513f9ceda168d8a4a10a5,1357000071115,8.063,-6.276
1346,572513f9ceda168d8a4a10a6,1357000071621,8.383,-6.027
1347,572513f9ceda168d8a4a10a7,1357000072127,8.314,-6.226
1348,572513f9ceda168d8a4a10a8,1357000072631,8.075,-6.04
1349,572513f9ceda168d8a4a10a9,1357000073137,8.029,-6.145
1350,572513f9ceda168d8a4a10aa,1357000073643,8.049,-6.125
1351,572513f9ceda168d8a4a10ab,1357000074147,7.908,-5.948
1352,572513f9ceda168d8a4a10ac,1357000074651,9.155,-6.305
1353,572513f9ceda168d8a4a10ad,1357000075155,8.032,-6.268
1354,572513f9ceda168d8a4a10ae,1357000075661,8.414,-6.272
1355,572513f9ceda168d8a4a10af,1357000076165,8.065,-6.119
1356,572513f9ceda168d8a4a10b0,1357000076672,8.168,-5.882
1357,572513f9ceda168d8a4a10b1,1357000077176,8.323,-6.215
1358,572513f9ceda168d8a4a10b2,1357000077680,8.397,-5.883
1359,572513f9ceda168d8a4a10b3,1357000078248,9.086,-6.472
1360,572513f9ceda168d8a4a10b4,1357000078816,8.242,-6.374
1361,572513f9ceda168d8a4a10b5,1357000079322,8.091,-6.52
1362,572513f9ceda168d8a4a10b6,1357000079826,8.465,-6.28
1363,572513f9ceda168d8a4a10b7,1357000080332,9.066,-6.353
1364,572513f9ceda168d8a4a10b8,1357000080837,9.153,-5.857
1365,572513f9ceda168d8a4a10b9,1357000081343,8.148,-6.239
1366,572513f9ceda168d8a4a10ba,1357000081849,8.153,-6.159
1367,572513f9ceda168d8a4a10bb,1357000082355,7.783,-6.139
1368,572513f9ceda168d8a4a10bc,1357000082861,8.071,-6.403
1369,572513f9ceda168d8a4a10bd,1357000083367,8.116,-6.208
1370,572513f9ceda168d8a4a10be,1357000083871,7.966,-5.981
1371,572513f9ceda168d8a4a10bf,1357000084377,8.165,-5.928
1372,572513f9ceda168d8a4a10c0,1357000084882,8.01,-6.129
1373,572513f9ceda168d8a4a10c1,1357000085894,8.231,-5.921
1374,572513f9ceda168d8a4a10c2,1357000085388,8.461,-5.975
1375,572513f9ceda168d8a4a10c3,1357000086400,8.286,-6.187
1376,572513f9ceda168d8a4a10c4,1357000086906,8.449,-6.519
1377,572513f9ceda168d8a4a10c5,1357000087410,8.024,-6.437
1378,572513f9ceda168d8a4a10c6,1357000087916,8.261,-6.03
1379,572513f9ceda168d8a4a10c7,1357000088422,8.045,-6.627
1380,572513f9ceda168d8a4a10c8,1357000088928,8.237,-6.074
1381,572513f9ceda168d8a4a10c9,1357000089432,8.308,-5.977
1382,572513f9ceda168d8a4a10ca,1357000089937,8.07,-5.818
1383,572513f9ceda168d8a4a10cb,1357000090443,8.415,-6.11
1384,572513f9ceda168d8a4a10cc,1357000090949,7.738,-6.075
1385,572513f9ceda168d8a4a10cd,1357000091455,8.394,-6.278
1386,572513f9ceda168d8a4a10ce,1357000091960,8.191,-6.177
1387,572513f9ceda168d8a4a10cf,1357000092464,8.281,-6.227
1388,572513f9ceda168d8a4a10d0,1357000092970,7.798,-6.48
1389,572513f9ceda168d8a4a10d1,1357000093476,8.937,-6.244
1390,572513f9ceda168d8a4a10d2,1357000093982,8.286,-5.796
1391,572513f9ceda168d8a4a10d3,1357000094488,8.05,-6.173
1392,572513f9ceda168d8a4a10d4,1357000094994,8.401,-6.787
1393,572513f9ceda168d8a4a10d5,1357000095500,8.42,-5.693
1394,572513f9ceda168d8a4a10d6,1357000096006,8.307,-4.618
1395,572513f9ceda168d8a4a10d7,1357000096510,8.224,-6.123
1396,572513f9ceda168d8a4a10d8,1357000097015,8.387,-6.201
1397,572513f9ceda168d8a4a10d9,1357000097519,8.367,-5.114
1398,572513f9ceda168d8a4a10da,1357000098025,8.776,-5.814
1399,572513f9ceda168d8a4a10db,1357000098531,8.966,-4.057
1400,572513f9ceda168d8a4a10dc,1357000099035,9.028,-5.354
1401,572513f9ceda168d8a4a10dd,1357000099541,8.365,-6.045
1402,572513f9ceda168d8a4a10de,1357000100045,8.291,-6.148
1403,572513f9ceda168d8a4a10df,1357000100551,8.263,-5.652
1404,572513f9ceda168d8a4a10e0,1357000101057,8.161,-5.783
1405,572513f9ceda168d8a4a10e1,1357000101564,8.385,-6.639
1406,572513f9ceda168d8a4a10e2,1357000102068,8.239,-6.376
1407,572513f9ceda168d8a4a10e3,1357000102574,8.055,-6.137
1408,572513f9ceda168d8a4a10e4,1357000103080,7.855,-5.836
1409,572513f9ceda168d8a4a10e5,1357000103586,8.551,-6.417
1410,572513f9ceda168d8a4a10e6,1357000104092,8.066,-6.077
1411,572513f9ceda168d8a4a10e7,1357000104599,9.145,-5.991
1412,572513f9ceda168d8a4a10e8,1357000105103,8.279,-5.88
1413,572513f9ceda168d8a4a10e9,1357000106115,8.016,-5.996
1414,572513f9ceda168d8a4a10ea,1357000105608,8.256,-5.928
1415,572513f9ceda168d8a4a10eb,1357000106619,8.682,-6.082
1416,572513f9ceda168d8a4a10ec,1357000107125,8.284,-5.952
1417,572513f9ceda168d8a4a10ed,1357000107631,8.094,-6.062
1418,572513f9ceda168d8a4a10ee,1357000108137,7.421,-6.078
1419,572513f9ceda168d8a4a10ef,1357000108641,7.516,-5.746
1420,572513f9ceda168d8a4a10f0,1357000109145,8.37,-5.835
1421,572513f9ceda168d8a4a10f1,1357000109651,8.297,-6.321
1422,572513f9ceda168d8a4a10f2,1357000110157,7.988,-6.165
1423,572513f9ceda168d8a4a10f3,1357000110661,8.155,-5.558
1424,572513f9ceda168d8a4a10f4,1357000111165,7.881,-6.095
1425,572513f9ceda168d8a4a10f5,1357000111671,8.172,-5.9
1426,572513f9ceda168d8a4a10f6,1357000112177,8.456,-6.105
1427,572513f9ceda168d8a4a10f7,1357000112683,8.045,-6.238
1428,572513f9ceda168d8a4a10f8,1357000113187,8.496,-6.156
1429,572513f9ceda168d8a4a10f9,1357000113693,8.097,-5.905
1430,572513f9ceda168d8a4a10fa,1357000114199,8.174,-5.718
1431,572513f9ceda168d8a4a10fb,1357000114703,8.149,-5.835
1432,572513f9ceda168d8a4a10fc,1357000115209,8.111,-5.905
1433,572513f9ceda168d8a4a10fd,1357000115713,7.355,-6.336
1434,572513f9ceda168d8a4a10fe,1357000116219,8.094,-5.937
1435,572513f9ceda168d8a4a10ff,1357000116725,8.065,-5.675
1436,572513f9ceda168d8a4a1100,1357000117232,8.167,-6.288
1437,572513f9ceda168d8a4a1101,1357000117736,8.625,-6.072
1438,572513f9ceda168d8a4a1102,1357000118241,7.618,-5.962
1439,572513f9ceda168d8a4a1103,1357000118745,8.088,-5.942
1440,572513f9ceda168d8a4a1104,1357000119251,8.037,-5.886
1441,572513f9ceda168d8a4a1105,1357000119757,8.431,-6.036
1442,572513f9ceda168d8a4a1106,1357000120263,8.033,-7.178
